          -122.21106,47.56845,0
          -122.21124,47.56831,0
          -122.21142,47.56818,0
          -122.21155,47.56809,0
          -122.2116,47.56805,0
          -122.21161,47.56804,0
          -122.21165,47.568,0
          -122.21167,47.56797,0
          -122.21169,47.56794,0
          -122.2117,47.5679,0
          -122.21171,47.56786,0
          -122.21171,47.56782,0
          -122.2117,47.56779,0
          -122.21165,47.56771,0
          -122.2116,47.56766,0
          -122.21156,47.56764,0
          -122.2115,47.56761,0
          -122.21141,47.56756,0
          -122.21137,47.56752,0
          -122.21135,47.56749,0
          -122.21133,47.56746,0
          -122.21131,47.56744,0
          -122.2113,47.56741,0
          -122.21129,47.56736,0
          -122.21129,47.56735,0
          -122.21128,47.5672,0
          -122.21128,47.56717,0
          -122.21129,47.5671,0
          -122.2113,47.56705,0
          -122.21132,47.56699,0
          -122.21134,47.56695,0
          -122.21137,47.56691,0
          -122.21138,47.56688,0
          -122.2114,47.56686,0
          -122.21145,47.56681,0
          -122.21147,47.56679,0
          -122.21149,47.56678,0
          -122.21153,47.56676,0
          -122.21157,47.56675,0
          -122.21162,47.56674,0
          -122.21174,47.56673,0
          -122.21207,47.56671,0
          -122.21221,47.56671,0
          -122.21227,47.5667,0
          -122.21238,47.56667,0
          -122.21241,47.56666,0
          -122.21243,47.56665,0
          -122.21245,47.56664,0
          -122.21247,47.56663,0
          -122.21249,47.56661,0
          -122.21251,47.5666,0
          -122.21253,47.56658,0
          -122.21254,47.56656,0
          -122.21255,47.56654,0
          -122.21255,47.56653,0
          -122.21255,47.56651,0
          -122.21255,47.56649,0
          -122.21253,47.56646,0
          -122.21251,47.56642,0
          -122.21247,47.56639,0
          -122.21245,47.56638,0
          -122.21243,47.56636,0
          -122.21238,47.56634,0
          -122.21224,47.5663,0
          -122.21222,47.56629,0
          -122.21203,47.56626,0
          -122.21196,47.56625,0
          -122.21179,47.56622,0
          -122.21172,47.5662,0
          -122.21171,47.5662,0
          -122.21165,47.56618,0
          -122.21161,47.56616,0
          -122.21158,47.56613,0
          -122.21155,47.56611,0
          -122.21153,47.56608,0
          -122.21152,47.56608,0
          -122.21151,47.56605,0
          -122.21149,47.56603,0
          -122.21148,47.56601,0
          -122.21147,47.56598,0
          -122.21146,47.56593,0
          -122.21146,47.5659,0
          -122.21146,47.56588,0
          -122.21147,47.56584,0
          -122.21148,47.5658,0
          -122.21151,47.56573,0
          -122.21155,47.56564,0
          -122.21157,47.5656,0
          -122.21161,47.56556,0
          -122.21166,47.56552,0
          -122.21182,47.56545,0
          -122.21184,47.56544,0
          -122.21197,47.5654,0
          -122.21206,47.56538,0
          -122.21212,47.56537,0
          -122.21226,47.56535,0
          -122.21232,47.56534,0
          -122.21244,47.56533,0
          -122.21258,47.56534,0
          -122.21259,47.56534,0
          -122.21276,47.56536,0
          -122.21284,47.56538,0
          -122.21292,47.5654,0
          -122.21304,47.56542,0
          -122.21317,47.56542,0
          -122.21327,47.56541,0
          -122.21336,47.56539,0
