          -122.21486,47.55606,0
          -122.21486,47.55604,0
          -122.21486,47.55601,0
          -122.21485,47.55598,0
          -122.21483,47.55595,0
          -122.21481,47.55593,0
          -122.2148,47.55591,0
          -122.21478,47.55589,0
          -122.21475,47.55587,0
          -122.21473,47.55586,0
          -122.2147,47.55585,0
          -122.21468,47.55584,0
          -122.21464,47.55582,0
          -122.21462,47.55582,0
          -122.21459,47.55581,0
          -122.21453,47.5558,0
          -122.21445,47.55578,0
          -122.21438,47.55578,0
          -122.21436,47.55578,0
          -122.21431,47.55577,0
          -122.2142,47.55577,0
          -122.21394,47.55577,0
          -122.2139,47.55576,0
          -122.21383,47.55576,0
          -122.21375,47.55576,0
          -122.21362,47.55575,0
          -122.21356,47.55574,0
          -122.21353,47.55573,0
          -122.21349,47.55572,0
          -122.21345,47.5557,0
          -122.21339,47.55567,0
          -122.21335,47.55564,0
          -122.21332,47.55561,0
          -122.21331,47.55557,0
          -122.2133,47.55553,0
          -122.2133,47.5555,0
          -122.21331,47.55547,0
          -122.21331,47.55546,0
          -122.21334,47.55542,0
          -122.21337,47.55538,0
          -122.21339,47.55535,0
          -122.21342,47.55532,0
          -122.21349,47.55523,0
          -122.21354,47.55519,0
          -122.21357,47.55513,0
          -122.2136,47.55509,0
          -122.21361,47.55505,0
          -122.21362,47.55502,0
          -122.21361,47.55499,0
          -122.21361,47.55496,0
          -122.21358,47.55491,0
          -122.21354,47.55487,0
          -122.2135,47.55485,0
          -122.21343,47.55483,0
          -122.21336,47.55481,0
          -122.21325,47.55481,0
          -122.21318,47.55482,0
          -122.21315,47.55482,0
          -122.21307,47.55482,0
          -122.21298,47.55481,0
          -122.21291,47.5548,0
          -122.21285,47.55478,0
          -122.21282,47.55476,0
          -122.21278,47.55475,0
          -122.21273,47.55471,0
          -122.21269,47.55467,0
          -122.21266,47.55464,0
          -122.21265,47.55461,0
          -122.21264,47.55458,0
          -122.21263,47.55455,0
          -122.21263,47.55452,0
          -122.21264,47.55447,0
          -122.21265,47.55443,0
          -122.21267,47.5544,0
          -122.21269,47.55438,0
          -122.2127,47.55437,0
          -122.21275,47.55435,0
          -122.21279,47.55433,0
          -122.21283,47.55431,0
          -122.21289,47.55429,0
          -122.21293,47.55427,0
          -122.21295,47.55426,0
          -122.21309,47.55422,0
          -122.21315,47.5542,0
          -122.21319,47.55418,0
          -122.21324,47.55416,0
          -122.21327,47.55413,0
          -122.2133,47.55409,0
          -122.21331,47.55406,0
          -122.21332,47.55403,0
          -122.21331,47.554,0
          -122.2133,47.55396,0
          -122.21328,47.55393,0
          -122.21326,47.5539,0
          -122.21322,47.55388,0
          -122.2132,47.55386,0
          -122.21317,47.55385,0
          -122.21314,47.55384,0
          -122.21307,47.55382,0
          -122.21297,47.55379,0
          -122.21284,47.55377,0
          -122.21276,47.55374,0
          -122.21269,47.55372,0
          -122.21264,47.55368,0
          -122.21259,47.55367,0
          -122.21258,47.55361,0
