          -122.41113,47.66449,0
          -122.41112,47.66449,0
          -122.4111,47.66453,0
          -122.41107,47.66459,0
          -122.41104,47.66465,0
          -122.41101,47.66471,0
          -122.41099,47.66476,0
          -122.41099,47.6648,0
          -122.41099,47.66481,0
          -122.411,47.66486,0
          -122.41105,47.66489,0
          -122.41109,47.6649,0
          -122.41113,47.66491,0
          -122.41116,47.66492,0
          -122.41125,47.66491,0
          -122.41133,47.66488,0
          -122.4114,47.66482,0
          -122.41143,47.66479,0
          -122.41145,47.66477,0
          -122.41147,47.66473,0
          -122.41148,47.66469,0
          -122.41149,47.66465,0
          -122.4115,47.66461,0
          -122.4115,47.66457,0
          -122.4115,47.66453,0
          -122.41146,47.66451,0
          -122.41142,47.66449,0
          -122.41138,47.66447,0
          -122.41131,47.66446,0
          -122.41124,47.66446,0
          -122.4112,47.66446,0
          -122.41116,47.66447,0
